City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Nantucket,US,2020-05-26 22:58:37,41.28,-70.1,66.0,87,90,4.7
265,Zyryanka,RU,2020-05-26 22:58:37,65.75,150.85,55.8,38,0,15.39
266,Port Hedland,AU,2020-05-26 22:56:11,-20.32,118.57,57.2,82,0,9.17
267,Banswada,IN,2020-05-26 22:58:37,18.38,77.88,90.73,26,47,0.69
268,Quatre Cocos,MU,2020-05-26 22:58:37,-20.21,57.76,73.4,78,20,6.93
269,Tiarei,PF,2020-05-26 22:55:56,-17.53,-149.33,82.4,78,75,5.82
270,Yenangyaung,MM,2020-05-26 22:58:37,20.47,94.88,82.35,65,12,10.42
271,Bureya,RU,2020-05-26 22:58:37,49.81,129.81,58.42,63,72,6.76
272,Souillac,MU,2020-05-26 22:55:44,-20.52,57.52,73.4,78,20,6.93
273,San Francisco,US,2020-05-26 22:53:52,37.77,-122.42,87.8,31,20,18.34
274,Muros,ES,2020-05-26 22:56:30,42.78,-9.06,70.0,54,0,5.99
275,Kualakapuas,ID,2020-05-26 22:58:38,-3.01,114.39,78.8,100,75,3.36
276,Zhuhai,CN,2020-05-26 22:55:47,22.28,113.57,80.6,94,40,5.82
277,San Cristobal,VE,2020-05-26 22:56:00,7.77,-72.22,72.72,78,85,5.17
278,Svetlyy,RU,2020-05-26 22:58:38,54.67,20.13,46.4,100,75,13.42
279,Vao,NC,2020-05-26 22:55:33,-22.67,167.48,74.86,74,10,14.36
280,Whitehorse,CA,2020-05-26 22:58:39,60.72,-135.05,52.0,32,75,9.17
281,Geraldton,AU,2020-05-26 22:55:29,-28.77,114.6,57.2,93,90,5.82
282,Tirano,IT,2020-05-26 22:58:39,46.22,10.17,33.8,80,7,2.24
283,Ancud,CL,2020-05-26 22:52:33,-41.87,-73.82,52.0,76,100,6.93
284,Presidencia Roque Saenz Pena,AR,2020-05-26 22:57:49,-26.79,-60.44,56.82,58,0,4.81
285,Richards Bay,ZA,2020-05-26 22:58:39,-28.78,32.04,60.76,65,78,8.79
286,Isla Vista,US,2020-05-26 22:58:39,34.41,-119.86,93.2,72,40,5.82
287,Ozernovskiy,RU,2020-05-26 22:58:39,51.5,156.52,38.62,92,95,7.36
288,Guanica,PR,2020-05-26 22:58:39,17.97,-66.91,84.99,70,77,3.0
289,Nyaunglebin,MM,2020-05-26 22:58:40,17.95,96.73,77.79,90,47,2.82
290,Hun,LY,2020-05-26 22:58:40,29.13,15.95,71.24,40,70,8.32
291,Sangar,RU,2020-05-26 22:58:40,63.92,127.47,65.28,46,12,3.56
292,Tsaratanana,MG,2020-05-26 22:58:40,-16.78,47.65,65.97,41,0,7.49
293,Almaguer,CO,2020-05-26 22:58:40,1.92,-76.85,59.34,79,98,5.06
294,Alta Floresta,BR,2020-05-26 22:56:20,-9.88,-56.09,71.11,92,0,2.35
295,Baykit,RU,2020-05-26 22:58:40,61.67,96.37,42.87,65,98,9.64
296,Krasnoselkup,RU,2020-05-26 22:58:40,65.7,82.47,35.22,83,0,20.2
297,Champasak,LA,2020-05-26 22:58:41,14.75,106.0,75.33,96,100,1.45
298,Camabatela,AO,2020-05-26 22:58:41,-8.19,15.38,63.46,86,32,2.1
299,Icatu,BR,2020-05-26 22:58:41,-2.78,-44.07,82.4,83,40,10.29
300,Uni,RU,2020-05-26 22:58:41,57.75,51.49,50.2,79,74,9.98
301,Sinnamary,GF,2020-05-26 22:55:37,5.38,-52.95,79.61,88,100,12.15
